"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"SI","2019-05-01","86.2","-2.8867","5.0096","Jose Ramirez",608070,489265,"field_out","hit_into_play",,,,,4,"Jose Ramirez flies out sharply to center fielder Isaac Galloway.  ","R","L","R","MIA","CLE","X",8,"fly_ball",1,0,2019,"-1.6453","0.2409","-0.6262","2.3131","null","null","null",0,9,"Top","151.52","33.82",,,595751,,"190502_014106","8.6486","-125.1516","-0.5750","-18.9533","27.6047","-29.7971","3.3400","1.5800","393","100.6","28","85.4610","2211","6.1480",567376,489265,595751,445988,516770,542932,500743,594011,543194,605119,"54.3512","0.710","1.286","0.00",1,0,0,6,66,"2","Sinker",4,1,1,4,1,4,1,4,"Infield shift","Standard"
"FT","2019-04-12","92.8","-1.7910","6.2428","Jose Ramirez",608070,641745,"double","hit_into_play_no_out",,,,,5,"Jose Ramirez doubles (3) on a sharp line drive to right fielder Jorge Soler.   Leonys Martin to 3rd.  ","R","L","R","KC","CLE","X",9,"line_drive",1,0,2019,"-0.9881","0.8408","-0.0051","2.5624","null","null",547982,1,3,"Top","180.52","55.01",,,455117,,"190413_011412","6.7110","-134.9862","-5.5143","-13.4294","25.6792","-20.9748","3.3400","1.5300","362","108.1","17","93.1930","2216","6.2630",565711,641745,455117,656811,593160,641531,609275,460086,572008,624585,"54.2367","0.695","0.914","1.25",1,1,1,6,25,"2","2-Seam Fastball",6,1,1,6,1,6,1,6,"Infield shift","Standard"
"SL","2019-06-16","88.9","-1.8060","5.6395","Jose Ramirez",608070,605513,"single","hit_into_play_no_out",,,,,13,"Jose Ramirez singles on a sharp ground ball to right fielder Brandon Dixon.  ","R","L","R","DET","CLE","X",9,"ground_ball",1,2,2019,"0.4544","0.2644","-0.0166","1.2937","null","null","null",1,5,"Top","189.04","104.34",,,435064,,"190616_182540","3.4280","-129.4725","-5.2268","4.4995","22.1797","-28.5161","3.3100","1.5500","134","102.9","6","88.9030","2496","5.8470",565546,605513,435064,543308,605612,608475,493596,621514,592444,641525,"54.6526","0.671","0.624","0.90",1,1,0,4,37,"4","Slider",0,6,6,0,6,0,6,0,"Infield shift","Standard"
"FF","2019-04-17","91.2","-1.2012","6.4198","Jose Ramirez",608070,657024,"field_out","hit_into_play",,,,,2,"Jose Ramirez lines out sharply to right fielder Jay Bruce.  ","R","L","R","SEA","CLE","X",9,"line_drive",2,0,2019,"-0.5020","1.6917","-0.1698","3.0023","null","null","null",0,4,"Top","206.72","85.84",,,553882,,"190417_232854","3.6896","-132.6812","-6.3531","-6.7545","29.3304","-10.9694","3.3200","1.5500","327","107.2","16","91.3700","2301","6.4790",566383,657024,553882,429665,664238,592387,542921,570267,605480,457803,"54.0206","0.663","0.794","0.00",1,0,0,5,20,"3","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"SL","2019-04-26","79.6","-2.1484","5.3770","Jose Ramirez",608070,543521,"field_out","hit_into_play",,,,,5,"Jose Ramirez lines out to first baseman Yuli Gurriel.  ","R","L","R","HOU","CLE","X",3,"line_drive",0,0,2019,"1.4288","-0.0331","0.1739","2.5385","null","null",547982,2,3,"Top","149.44","174.57",,,455139,,"190427_011017","2.4453","-115.7719","0.5835","12.1468","21.8207","-32.8197","3.3637","1.5800","135","99.7","8","78.8730","2616","5.8300",565616,543521,455139,493329,514888,608324,621043,488726,543807,502210,"54.6693","0.640","0.581","0.00",1,0,0,4,25,"1","Slider",2,1,1,2,1,2,1,2,"Infield shift","Standard"
"FF","2019-04-24","96.0","-2.0194","6.5251","Jose Ramirez",608070,594027,"double","hit_into_play_score",,,,,5,"Jose Ramirez doubles (4) on a ground ball to right fielder Brian Anderson.   Jake Bauers scores.    Francisco Lindor scores.    Leonys Martin to 3rd.  ","R","L","R","CLE","MIA","X",9,"ground_ball",1,0,2019,"-0.7641","1.4505","0.1328","2.5386",641343,596019,547982,2,8,"Bot","215.47","113.62",,,595751,,"190424_195318","7.4554","-139.4797","-8.2717","-11.6846","30.5984","-11.4830","3.3665","1.6223","109","105.1","5","96.3580","2076","6.5240",565326,594027,595751,435522,516770,542932,500743,434158,543194,605119,"53.9758","0.629","0.586","1.25",1,1,1,4,70,"2","4-Seam Fastball",4,2,4,2,2,4,4,2,"Standard","Standard"
"CU","2019-05-03","76.0","2.1300","5.8605","Jose Ramirez",608070,579328,"single","hit_into_play_no_out",,,,,8,"Jose Ramirez singles on a ground ball to left fielder Domingo Santana.   Leonys Martin to 3rd.  ","R","R","L","CLE","SEA","X",7,"ground_ball",1,0,2019,"-0.4891","-1.4394","-0.1066","1.6044","null",547982,"null",0,4,"Bot","78.32","121.74",,,553882,,"190504_001427","-3.7861","-110.4950","0.7514","-3.1431","21.8749","-44.0499","3.3400","1.5500","108","102.1","5","74.8710","2625","5.7580",565327,579328,553882,429665,543829,592387,542921,570267,571745,457803,"54.7412","0.626","0.578","0.90",1,1,0,4,28,"2","Curveball",0,1,0,1,1,0,0,1,"Standard","Standard"
"FT","2019-06-01","93.5","-2.7471","6.1931","Jose Ramirez",608070,467100,"field_out","hit_into_play",,,,,1,"Jose Ramirez lines out to shortstop Tim Anderson.  ","R","L","R","CWS","CLE","X",6,"line_drive",1,2,2019,"-1.3550","0.6143","-0.5998","2.7860","null","null","null",2,6,"Top","134.87","136.16",,,543510,,"190601_194225","8.3648","-135.7108","-4.2447","-18.3101","32.0386","-24.0273","3.2850","1.4870","160","104.7","6","92.1670","2259","5.8120",567293,467100,543510,475174,570560,660162,641313,650391,544725,605508,"54.6878","0.624","0.583","0.00",1,0,0,4,42,"4","2-Seam Fastball",1,2,2,1,2,1,2,1,"Infield shift","Standard"
"FF","2019-04-09","89.1","1.6159","6.0088","Jose Ramirez",608070,543278,"field_out","hit_into_play",,,,,6,"Jose Ramirez lines out sharply to center fielder Mikie Mahtook.  ","R","R","L","DET","CLE","X",8,"line_drive",2,1,2019,"0.7295","1.5778","0.5687","2.0937","null","null","null",2,5,"Top","132.46","48.19",,,606988,,"190409_183441","-4.0598","-129.4477","-6.7730","8.9691","28.3011","-13.4557","3.3400","1.5300","356","105.3","17","88.3780","2338","6.0340",565513,543278,606988,408234,543281,600869,474568,592348,543484,592206,"54.4654","0.613","0.712","0.00",1,0,0,5,39,"4","4-Seam Fastball",1,5,5,1,5,1,5,1,"Standard","Standard"
"SL","2019-05-20","82.7","1.2965","6.3110","Jose Ramirez",608070,474463,"double","hit_into_play_no_out",,,,,13,"Jose Ramirez doubles (7) on a ground ball to left fielder Robbie Grossman.  ","R","R","L","CLE","OAK","X",7,"ground_ball",0,2,2019,"-0.0559","-0.7798","-0.1168","1.2867","null","null","null",0,5,"Bot","49.88","116.66",,,572033,,"190520_233426","-3.0667","-120.4356","-3.5625","-0.0333","19.5758","-39.2404","3.3200","1.5600","103","99.3","5","81.9530","2377","5.3810",565338,474463,572033,621566,595777,656305,543760,543257,657656,572039,"55.1190","0.603","0.538","1.25",1,1,1,4,37,"3","Slider",0,3,0,3,3,0,0,3,"Strategic","Standard"
"CU","2019-06-22","81.3","-1.8165","5.7602","Jose Ramirez",608070,605513,"triple","hit_into_play_score",,,,,8,"Jose Ramirez triples (2) on a line drive to right fielder Nicholas Castellanos.   Jason Kipnis scores.  ","R","L","R","CLE","DET","X",9,"line_drive",1,1,2019,"0.9412","-0.6535","-0.0659","1.6630","null","null",543401,0,2,"Bot","211.92","102.95",,,543308,,"190622_203933","2.1382","-118.2817","-1.3471","8.2642","22.3078","-38.1793","3.2670","1.5800","131","98.4","7","80.5760","2611","5.7790",565354,605513,543308,641525,500135,608475,592348,621514,592444,592206,"54.7208","0.600","0.531","1.60",1,1,2,4,11,"3","Curveball",0,0,0,0,0,0,0,0,"Infield shift","Strategic"
"FF","2019-04-28","94.0","1.1207","6.1418","Jose Ramirez",608070,664285,"single","hit_into_play_no_out",,,,,4,"Jose Ramirez singles on a fly ball to left fielder Josh Reddick.  ","R","R","L","HOU","CLE","X",7,"fly_ball",2,2,2019,"0.0830","0.6281","-0.8020","2.7690","null","null","null",0,8,"Top","75.55","125.57",,,455139,,"190429_012736","-5.1003","-136.7544","-4.3960","2.0158","26.5184","-23.7742","3.3900","1.6100","212","63.5","36","93.4050","2200","5.6810",565618,664285,455139,493329,514888,608324,621043,502210,545350,543807,"54.8187","0.584","0.543","0.90",1,1,0,4,59,"9","4-Seam Fastball",4,1,1,4,1,4,1,4,"Standard","Standard"
"FF","2019-05-05","89.2","-1.3531","6.0457","Jose Ramirez",608070,657024,"double","hit_into_play_no_out",,,,,8,"Jose Ramirez doubles (6) on a sharp line drive to right fielder Mitch Haniger.  ","R","L","R","CLE","SEA","X",9,"line_drive",3,2,2019,"-0.6156","1.5897","-0.0009","1.9470","null","null","null",2,6,"Bot","194.71","123.36",,,553882,,"190505_191232","4.6847","-129.8411","-7.5275","-8.0441","26.9443","-12.5418","3.3000","1.5400","241","105.3","15","90.0660","2169","6.7820",565329,657024,553882,596129,543829,664238,542921,457803,623323,571745,"53.7171","0.582","0.604","1.25",1,1,1,5,53,"7","4-Seam Fastball",0,10,0,10,10,0,0,10,"Infield shift","Standard"
"SI","2019-05-04","89.2","-3.6119","4.8845","Jose Ramirez",608070,502190,"double","hit_into_play_no_out",,,,,7,"Jose Ramirez doubles (5) on a fly ball to center fielder Mitch Haniger.  ","R","L","R","CLE","SEA","X",8,"fly_ball",2,1,2019,"-1.2912","0.3480","-0.7970","2.0181","null","null","null",2,1,"Bot","87.88","45.17",,,553882,,"190504_202120","9.2938","-129.3457","-1.6648","-15.8573","26.6138","-28.3430","3.3300","1.5900","373","99.8","22","87.2240","1867","5.2050",565328,502190,553882,429665,543829,664238,542921,570267,571745,457803,"55.2949","0.568","0.774","1.25",1,1,1,5,6,"4","Sinker",0,0,0,0,0,0,0,0,"Standard","Standard"
"SL","2019-04-07","86.2","-1.8281","5.4105","Jose Ramirez",608070,573186,"single","hit_into_play_score",,,,,7,"Jose Ramirez singles on a ground ball to right fielder Socrates Brito.   Brad Miller scores.  ","R","L","R","CLE","TOR","X",9,"ground_ball",0,1,2019,"1.1887","-0.2573","-0.2842","1.9096","null",543543,"null",2,5,"Bot","155.53","104.47",,,643376,,"190407_184102","1.3250","-125.2950","-1.5515","11.7865","25.3563","-34.7402","3.2850","1.4870","83","101.0","3","84.5210","2631","5.2570",565321,573186,643376,642133,593700,620446,520471,641856,545341,593647,"55.2421","0.566","0.520","0.90",1,1,0,4,37,"2","Slider",2,0,2,0,0,2,2,0,"Infield shift","Standard"
"FF","2019-04-27","93.0","-1.9755","5.1861","Jose Ramirez",608070,502748,"single","hit_into_play_no_out",,,,,4,"Jose Ramirez singles on a line drive to right fielder Josh Reddick.  ","R","L","R","HOU","CLE","X",9,"line_drive",0,1,2019,"-1.0794","0.9071","-0.5578","2.7076","null","null","null",0,4,"Top","200.81","97.76",,,545358,,"190427_210549","5.9531","-135.2165","-2.4717","-14.4525","32.5132","-20.8881","3.3700","1.5900","252","98.9","16","92.2080","2224","6.0950",565617,502748,545358,493329,514888,649557,621043,488726,543807,502210,"54.4041","0.566","0.619","0.90",1,1,0,4,24,"2","4-Seam Fastball",1,0,0,1,0,1,0,1,"Infield shift","Standard"
"FT","2019-05-20","95.7","-1.6156","6.0261","Jose Ramirez",608070,642152,"single","hit_into_play_score",,,,,4,"Jose Ramirez singles on a ground ball to right fielder Stephen Piscotty.   Jason Kipnis scores.    Carlos Santana to 2nd.  ","R","L","R","CLE","OAK","X",9,"ground_ball",0,0,2019,"-0.7342","0.3923","-0.3925","2.2364","null",543401,467793,2,8,"Bot","183.98","106.50",,,572033,,"190521_005559","4.9234","-139.2763","-5.2924","-10.7412","31.9393","-26.0317","3.3200","1.5600","75","104.3","3","96.1240","2161","6.5730",565338,642152,572033,621566,595777,656305,543760,543257,657656,572039,"53.9263","0.555","0.514","0.90",1,1,0,4,67,"1","2-Seam Fastball",2,4,2,4,4,2,2,4,"Standard","Standard"
"FT","2019-06-01","94.1","-2.5352","6.2520","Jose Ramirez",608070,467100,"grounded_into_double_play","hit_into_play",,,,,8,"Jose Ramirez grounds into a double play, first baseman Yonder Alonso to shortstop Tim Anderson to first baseman Yonder Alonso.   Carlos Santana out at 2nd.    Jose Ramirez out at 1st.  ","R","L","R","CWS","CLE","X",3,"ground_ball",1,0,2019,"-1.3533","0.4972","-0.1446","2.0302","null","null",467793,1,4,"Top","153.04","168.87",,,543510,,"190601_190216","9.0578","-136.7073","-6.3482","-18.5546","24.6464","-25.0077","3.2850","1.4870","77","104.0","3","93.9600","2258","5.8940",567293,467100,543510,475174,570560,660162,641313,650391,544725,605508,"54.6058","0.555","0.514","0.00",1,0,0,4,25,"2","2-Seam Fastball",1,1,1,1,1,1,1,1,"Infield shift","Standard"
"FF","2019-04-21","93.0","2.1147","6.0626","Jose Ramirez",608070,592145,"field_out","hit_into_play",,,,,4,"Jose Ramirez flies out to center fielder Ender Inciarte.  ","R","R","L","CLE","ATL","X",8,"fly_ball",0,0,2019,"0.4061","1.3937","-0.2801","2.5903","null","null",547982,1,7,"Bot","104.68","50.22",,,435263,,"190422_015312","-7.0215","-135.0984","-6.1428","6.5135","29.8362","-14.0037","3.3600","1.5700","355","99.2","29","92.8590","2405","6.3310",565324,592145,435263,518692,645277,518626,621020,660670,542255,455976,"54.1688","0.550","0.929","0.00",1,0,0,6,71,"1","4-Seam Fastball",1,11,1,11,11,1,1,11,"Standard","Standard"
"FT","2019-05-31","95.8","-1.0685","6.3776","Jose Ramirez",608070,592229,"double","hit_into_play_no_out",,,,,8,"Jose Ramirez doubles (11) on a sharp line drive to right fielder Charlie Tilson.   Jason Kipnis to 3rd.  ","R","L","R","CWS","CLE","X",9,"line_drive",3,1,2019,"-0.8353","1.0950","0.0739","1.4700","null","null",543401,2,1,"Top","213.53","93.10",,,664874,,"190601_001831","4.8232","-139.0970","-9.6953","-11.7420","29.5751","-16.2898","3.3000","1.5800","323","102.5","18","95.1320","2071","5.9070",567292,592229,664874,547989,570560,660162,641313,650391,544725,605508,"54.5921","0.540","0.633","1.25",1,1,1,5,5,"5","2-Seam Fastball",0,1,1,0,1,0,1,0,"Infield shift","Standard"
"CH","2019-05-09","82.3","2.2536","5.5913","Jose Ramirez",608070,544365,"single","hit_into_play_no_out",,,,,8,"Jose Ramirez singles on a ground ball to center fielder Leury Garcia.  ","R","R","L","CLE","CWS","X",8,"ground_ball",2,1,2019,"1.0862","0.4144","-0.1101","1.4605","null","null","null",2,1,"Bot","122.23","133.33",,,543510,,"190509_172111","-7.4145","-119.5770","-3.6043","11.7653","23.0805","-27.7624","3.2181","1.5191","88","94.9","3","81.9210","1492","6.1210",565333,544365,543510,475174,570560,660162,641313,547170,544725,605508,"54.3788","0.534","0.509","0.90",1,1,0,4,7,"4","Changeup",0,0,0,0,0,0,0,0,"Standard","Standard"
"FT","2019-04-13","92.6","-2.4056","6.1092","Jose Ramirez",608070,456701,"field_out","hit_into_play",,,,,5,"Jose Ramirez lines out sharply to right fielder Jorge Soler.  ","R","L","R","KC","CLE","X",9,"line_drive",1,1,2019,"-1.1882","1.0867","-0.1786","2.8237","null","null",547982,0,6,"Top","190.07","85.62",,,455117,,"190414_004903","8.2455","-134.4846","-4.9052","-16.1633","29.5143","-18.1927","3.4500","1.6200","307","101.9","19","92.3150","2069","6.2540",565712,456701,455117,656811,593160,641531,609275,460086,572008,624585,"54.2454","0.510","0.648","0.00",1,0,0,5,40,"3","2-Seam Fastball",2,0,0,2,0,2,0,2,"Infield shift","Standard"
"CH","2019-06-05","84.8","1.2005","5.6574","Jose Ramirez",608070,527048,"single","hit_into_play_score",,,,,14,"Jose Ramirez singles on a line drive to left fielder Eddie Rosario.   Jordan Luplow scores.  ","R","R","L","CLE","MIN","X",7,"line_drive",1,0,2019,"1.3819","0.6264","0.2850","1.0953","null",656669,"null",2,5,"Bot","78.42","132.57",,,488771,,"190606_010906","-4.8816","-123.3910","-5.5776","15.0263","24.1521","-24.9213","3.3200","1.5600","154","76.6","12","84.7620","1737","6.2300",565346,527048,488771,543068,503556,593934,593871,592696,621439,596146,"54.2691","0.505","0.486","0.90",1,1,0,4,44,"2","Changeup",4,6,4,6,6,4,4,6,"Infield shift","Standard"
"SL","2019-05-29","86.5","-1.3793","5.7297","Jose Ramirez",608070,584171,"field_out","hit_into_play",,,,,5,"Jose Ramirez grounds out sharply, second baseman Brock Holt to first baseman Michael Chavis.  ","R","L","R","BOS","CLE","X",4,"ground_ball",1,1,2019,"-0.7430","0.6456","-0.0363","2.2528","null",467793,"null",2,7,"Top","157.79","149.42",,,543877,,"190530_004427","4.7013","-125.9116","-3.4005","-8.8084","25.0409","-24.8741","3.2850","1.4870","63","105.9","1","86.4710","1462","6.2070",565053,584171,543877,656308,571788,646240,593428,643217,598265,605141,"54.2930","0.497","0.480","0.00",1,0,0,4,69,"3","Slider",6,14,14,6,14,6,14,6,"Infield shift","Standard"
"FF","2019-04-16","86.3","-3.2585","4.9666","Jose Ramirez",608070,502190,"field_out","hit_into_play",,,,,5,"Jose Ramirez flies out sharply to right fielder Mitch Haniger.  ","R","L","R","SEA","CLE","X",9,"fly_ball",1,1,2019,"-0.6890","0.8530","0.0004","2.7111","null","null","null",0,6,"Top","179.55","46.87",,,608596,,"190417_034814","8.9444","-125.2588","-0.8310","-8.7315","23.1333","-23.4926","3.2800","1.4700","379","103.4","37","85.1230","2050","5.4780",566382,502190,608596,457803,543829,592387,542921,570267,605480,571745,"55.0219","0.484","0.961","0.00",1,0,0,6,41,"3","4-Seam Fastball",1,2,2,1,2,1,2,1,"Standard","Standard"
"FS","2019-04-20","86.2","-1.8016","5.4624","Jose Ramirez",608070,657053,"single","hit_into_play_score",,,,,13,"Jose Ramirez singles on a ground ball to center fielder Ender Inciarte.   Mike Freeman scores.    Francisco Lindor scores.    Leonys Martin to 2nd.  ","R","L","R","CLE","ATL","X",8,"ground_ball",2,2,2019,"-0.8590","0.2002","-1.1600","1.4222",502273,596019,547982,1,2,"Bot","120.04","108.33",,,452095,,"190421_004911","3.3107","-125.6786","-3.8712","-9.8552","23.6825","-29.4799","3.3500","1.5700","136","86.6","6","87.1210","1319","6.6100",565322,657053,452095,518692,645277,622666,621020,660670,542255,455976,"53.8900","0.476","0.474","0.90",1,1,0,4,19,"6","Split Finger",2,0,2,0,0,2,2,0,"Infield shift","Standard"
"FT","2019-04-04","93.7","-2.5301","5.9296","Jose Ramirez",608070,592717,"force_out","hit_into_play",,,,,4,"Jose Ramirez grounds into a force out, pitcher Aaron Sanchez to shortstop Freddy Galvis.   Leonys Martin out at 2nd.  ","R","L","R","CLE","TOR","X",1,"ground_ball",1,0,2019,"-1.5995","0.7559","-0.8116","2.5536","null",571980,547982,2,3,"Bot","129.12","148.16",,,643376,,"190404_230226","8.0047","-136.1529","-4.6335","-21.7423","31.0723","-21.9208","3.4181","1.4748","131","91.1","5","93.7310","2130","6.4760",565318,592717,643376,666971,593700,592273,520471,641856,545341,593647,"54.0237","0.471","0.457","0.00",1,0,0,4,24,"2","2-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard"
"SL","2019-06-12","89.3","-1.6546","5.6183","Jose Ramirez",608070,543101,"field_out","hit_into_play",,,,,4,"Jose Ramirez grounds out, second baseman Jose Peraza to first baseman Derek Dietrich.   Tyler Naquin to 3rd.  ","R","L","R","CLE","CIN","X",4,"ground_ball",1,1,2019,"0.4240","0.4971","-0.3155","2.6617","null",571980,"null",0,2,"Bot","158.51","137.25",,,592200,,"190612_174146","2.4137","-130.2315","-2.4499","4.4813","21.5454","-26.2199","3.2850","1.4870","130","81.8","9","90.1850","2266","6.2410",565352,543101,592200,518618,606299,553993,578428,608385,669222,624577,"54.2581","0.468","0.421","0.00",1,0,0,4,13,"3","Slider",0,2,0,2,2,0,0,2,"Infield shift","Standard"
"FT","2019-04-13","91.6","-2.5933","6.1977","Jose Ramirez",608070,456701,"field_out","hit_into_play",,,,,14,"Jose Ramirez grounds out sharply to first baseman Ryan O'Hearn.  ","R","L","R","KC","CLE","X",3,"ground_ball",3,1,2019,"-1.1299","1.0212","0.1847","1.1812","null","null","null",1,1,"Top","160.61","165.94",,,455117,,"190413_232041","9.5141","-132.9357","-9.0945","-15.4489","25.1020","-18.2937","3.3400","1.5300","49","103.3","1","92.3930","1873","6.6440",565712,456701,455117,656811,593160,641531,609275,460086,572008,624585,"53.8557","0.466","0.446","0.00",1,0,0,4,2,"5","2-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard"
"CH","2019-05-06","87.7","-2.8496","6.3103","Jose Ramirez",608070,467100,"field_out","hit_into_play",,,,,11,"Jose Ramirez grounds out sharply, shortstop Tim Anderson to first baseman Jose Abreu.  ","R","L","R","CLE","CWS","X",6,"ground_ball",2,0,2019,"-1.3593","0.7117","-1.4396","2.6003","null",543401,"null",1,1,"Bot","138.26","152.22",,,543510,,"190506_222439","6.1473","-127.4502","-4.2704","-15.9139","25.6149","-23.8550","3.4422","1.7003","141","89.4","7","87.2790","1890","6.0460",565330,467100,543510,547989,570560,660162,641313,547170,544725,605508,"54.4536","0.460","0.421","0.00",1,0,0,4,8,"3","Changeup",0,2,0,2,2,0,0,2,"Infield shift","Strategic"
"FT","2019-04-07","94.1","-1.6528","5.4560","Jose Ramirez",608070,573186,"field_out","hit_into_play",,,,,5,"Jose Ramirez grounds out sharply, shortstop Freddy Galvis to first baseman Rowdy Tellez.  ","R","L","R","CLE","TOR","X",6,"ground_ball",0,0,2019,"-1.2061","0.3751","-0.2704","2.0845","null","null","null",1,1,"Bot","124.04","147.14",,,643376,,"190407_172125","6.0430","-136.7985","-3.8475","-15.9259","25.5780","-27.0782","3.2850","1.4870","47","103.3","0","93.0260","2090","5.3670",565321,573186,643376,642133,593700,620446,520471,641856,545341,593647,"55.1324","0.458","0.407","0.00",1,0,0,4,5,"1","2-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard"
"CH","2019-04-04","89.6","-2.7096","5.8858","Jose Ramirez",608070,592717,"field_out","hit_into_play",,,,,7,"Jose Ramirez lines out to center fielder Randal Grichuk.  ","R","L","R","CLE","TOR","X",8,"line_drive",0,1,2019,"-1.3848","0.3018","-0.4004","2.1843","null","null","null",1,1,"Bot","122.08","55.66",,,643376,,"190404_221905","8.5693","-130.2127","-3.7917","-17.3970","25.3380","-28.2158","3.4638","1.7870","339","98.1","30","89.5380","1863","6.1590",565318,592717,643376,666971,593700,592273,520471,641856,545341,593647,"54.3408","0.453","0.792","0.00",1,0,0,6,5,"2","Changeup",0,0,0,0,0,0,0,0,"Standard","Standard"
"FC","2019-06-15","88.0","2.4538","6.1773","Jose Ramirez",608070,598286,"sac_fly","hit_into_play_score",,,,,4,"Jose Ramirez out on a sacrifice fly to left fielder Christin Stewart.   Carlos Santana scores.  ","R","R","L","DET","CLE","X",7,"line_drive",3,0,2019,"0.3740","1.1953","-0.3983","2.6628",467793,656669,"null",0,5,"Top","55.58","106.56",,,543308,,"190615_232446","-7.5060","-127.8383","-4.7701","5.3255","22.7061","-18.8000","3.3200","1.5600","274","87.1","20","86.7650","2085","5.2900",565545,598286,543308,641525,500135,608475,592348,621514,605612,592206,"55.2095","0.453","0.454","0.00",1,0,0,4,35,"4","Cutter",0,1,1,0,1,0,1,0,"Standard","Standard"
"SI","2019-04-24","93.6","-2.4440","5.8203","Jose Ramirez",608070,645261,"single","hit_into_play_score",,,,,11,"Jose Ramirez singles on a ground ball to center fielder Isaac Galloway.   Leonys Martin scores.  ","R","L","R","CLE","MIA","X",8,"ground_ball",3,1,2019,"-1.2990","0.5470","-0.9500","2.9947","null",547982,"null",2,3,"Bot","138.77","86.69",,,595751,,"190424_175612","6.6152","-136.0673","-2.6942","-17.3387","30.5245","-25.1370","3.3311","1.6317","50","100.0","0","92.7620","2342","5.8960",565326,645261,595751,435522,516770,542932,500743,434158,543194,605119,"54.6033","0.437","0.422","0.90",1,1,0,4,23,"5","Sinker",1,0,1,0,0,1,1,0,"Standard","Standard"
"SI","2019-06-16","93.0","-1.5555","5.7190","Jose Ramirez",608070,605513,"field_out","hit_into_play",,,,,8,"Jose Ramirez grounds out sharply, second baseman Harold Castro to first baseman John Hicks.  ","R","L","R","DET","CLE","X",4,"ground_ball",0,1,2019,"-1.0664","0.8163","-0.0305","1.7618","null","null","null",2,3,"Top","154.52","154.01",,,435064,,"190616_175540","6.1435","-135.1334","-6.0751","-14.1681","28.2629","-21.2713","3.3100","1.5500","29","106.0","-2","92.3090","2361","5.8660",565546,605513,435064,543308,605612,608475,493596,621514,592444,641525,"54.6331","0.437","0.416","0.00",1,0,0,4,22,"2","Sinker",0,4,4,0,4,0,4,0,"Infield shift","Standard"
"SL","2019-05-20","82.4","1.2895","6.2814","Jose Ramirez",608070,474463,"field_out","hit_into_play",,,,,5,"Jose Ramirez lines out to right fielder Stephen Piscotty.  ","R","R","L","CLE","OAK","X",9,"line_drive",1,2,2019,"-0.2316","-0.6836","-0.1473","2.5377","null","null","null",0,2,"Bot","167.19","88.27",,,572033,,"190520_225203","-2.7885","-119.9188","-0.7571","-1.6975","21.0579","-38.7288","3.2200","1.5100","281","83.4","22","81.6030","2201","5.5380",565338,474463,572033,621566,595777,656305,543760,543257,657656,572039,"54.9616","0.434","0.382","0.00",1,0,0,4,15,"6","Slider",0,1,0,1,1,0,0,1,"Standard","Standard"
"CH","2019-06-19","85.9","1.4966","5.5676","Jose Ramirez",608070,643478,"single","hit_into_play_score",,,,,9,"Jose Ramirez singles on a ground ball to center fielder Delino DeShields.   Jordan Luplow scores.  ","R","R","L","TEX","CLE","X",8,"ground_ball",2,0,2019,"0.8129","0.5142","0.6612","1.6159",656669,"null","null",0,3,"Top","130.81","87.64",,,543148,,"190620_005703","-3.6435","-125.1816","-4.2451","9.3003","22.5759","-26.1280","3.2374","1.6021","37","104.6","-1","86.6570","1446","6.4530",566801,643478,543148,523253,596059,452678,462101,641432,592261,425783,"54.0462","0.429","0.389","0.90",1,1,0,4,23,"3","Changeup",1,6,6,1,6,1,6,1,"Standard","Standard"
"FF","2019-04-15","93.8","1.1224","6.1799","Jose Ramirez",608070,606273,"field_out","hit_into_play",,,,,3,"Jose Ramirez lines out to right fielder Mitch Haniger.  ","R","R","L","SEA","CLE","X",9,"line_drive",3,2,2019,"0.7942","1.6679","0.4560","3.3502","null","null","null",1,9,"Top","166.45","75.05",,,553882,,"190416_053350","-3.3172","-136.1242","-4.9212","10.1939","32.5201","-11.5566","3.4110","1.5650","309","94.5","18","91.2740","2538","5.1130",566381,606273,553882,429665,543829,592387,542921,570267,605480,571745,"55.3863","0.424","0.456","0.00",1,0,0,4,74,"8","4-Seam Fastball",4,5,5,4,5,4,5,4,"Standard","Standard"
