"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"CH","2019-05-05","87.0","-1.5461","6.2201","Jose Ramirez",608070,657024,"field_out","hit_into_play",,,,,7,"Jose Ramirez grounds out, pitcher Erik Swanson to first baseman Daniel Vogelbach.  ","R","L","R","CLE","SEA","X",1,"ground_ball",1,1,2019,"-1.0161","0.8027","-0.7066","2.0247","null","null","null",2,1,"Bot","127.09","182.19",,,553882,,"190505_173909","4.1078","-126.5842","-5.5432","-11.7783","25.8243","-22.6128","3.3000","1.5400","13","94.6","-9","87.1670","1564","6.4000",565329,657024,553882,596129,543829,664238,542921,457803,623323,571745,"54.0994","0.229","0.224","0.00",1,0,0,2,12,"3","Changeup",0,4,0,4,4,0,0,4,"Standard","Standard"
"FF","2019-04-20","96.1","-2.7006","6.2912","Jose Ramirez",608070,592426,"field_out","hit_into_play",,,,,1,"Jose Ramirez lines out to left fielder Ronald Acuna.  ","R","L","R","CLE","ATL","X",7,"line_drive",2,2,2019,"-0.3912","1.3321","-0.5548","3.2979","null","null","null",0,8,"Bot","67.40","76.74",,,452095,,"190421_030730","6.6273","-139.9090","-5.4555","-6.6299","29.9941","-13.4553","3.3500","1.5700","321","93.6","21","96.9750","2029","6.6490",565322,592426,452095,518692,645277,622666,621020,660670,542255,455976,"53.8508","0.224","0.268","0.00",1,0,0,3,71,"5","4-Seam Fastball",7,3,7,3,3,7,7,3,"Infield shift","Standard"
"FF","2019-06-25","93.6","-1.8270","5.5053","Jose Ramirez",608070,605130,"single","hit_into_play_no_out",,,,,5,"Jose Ramirez singles on a fly ball to left fielder Alex Gordon.  ","R","L","R","CLE","KC","X",7,"fly_ball",0,0,2019,"-0.1075","0.9761","0.2033","2.5163","null","null","null",2,7,"Bot","80.84","127.95",,,455117,,"190626_014748","5.5543","-136.4588","-4.3061","-2.4550","26.3752","-18.9623","3.3747","1.7441","202","69.8","47","95.3000","2258","6.9010",565357,605130,455117,446263,670032,641531,600858,460086,593160,624585,"53.5990","0.213","0.215","0.90",1,1,0,3,63,"1","4-Seam Fastball",6,3,6,3,3,6,6,3,"Standard","Standard"
"CU","2019-06-16","82.2","-2.8759","5.1105","Jose Ramirez",608070,448614,"field_out","hit_into_play",,,,,13,"Jose Ramirez grounds out, second baseman Harold Castro to first baseman John Hicks.  ","R","L","R","DET","CLE","X",4,"ground_ball",1,2,2019,"0.8083","-0.2586","-0.8534","0.9064",640458,"null",543401,2,8,"Top","153.31","158.25",,,435064,,"190616_193338","3.0250","-119.6626","-2.5318","6.9977","21.2892","-34.3810","3.3100","1.5500","27","81.8","0","81.0720","2485","5.3230",565546,448614,435064,543308,605612,608475,493596,621514,592444,641525,"55.1762","0.213","0.207","0.00",1,0,0,2,66,"5","Curveball",0,8,8,0,8,0,8,0,"Infield shift","Strategic"
"FF","2019-06-23","97.2","-3.0228","5.1764","Jose Ramirez",608070,542585,"single","hit_into_play_no_out",,,,,8,"Jose Ramirez singles on a sharp ground ball to right fielder Nicholas Castellanos.   Carlos Santana to 3rd.  ","R","L","R","CLE","DET","X",9,"ground_ball",0,0,2019,"-1.1592","0.7481","-0.1178","1.9831","null","null",467793,1,8,"Bot","162.65","102.44",,,435064,,"190623_192000","10.3439","-141.2122","-4.7524","-17.5354","27.5461","-21.4291","3.3100","1.5700","7","102.3","-16","97.2200","2394","6.0710",565355,542585,435064,641525,493596,605612,592348,621514,592444,592206,"54.4283","0.208","0.205","0.90",1,1,0,2,64,"1","4-Seam Fastball",6,3,6,3,3,6,6,3,"Infield shift","Standard"
"CH","2019-06-14","83.6","3.3361","5.6084","Jose Ramirez",608070,543001,"force_out","hit_into_play",,,,,9,"Jose Ramirez grounds into a force out, shortstop Niko Goodrum to second baseman Harold Castro.   Jordan Luplow out at 2nd.  ","R","R","L","DET","CLE","X",6,"ground_ball",2,1,2019,"1.4611","0.1845","0.5562","1.5180",640458,"null",656669,2,1,"Top","113.94","152.19",,,543308,,"190614_232210","-9.2014","-121.3835","-3.3919","16.0299","20.7618","-29.9670","3.1900","1.4900","4","96.7","-19","83.5770","1898","6.1150",565544,543001,543308,641525,605612,608475,592348,621514,592444,592206,"54.3846","0.205","0.184","0.00",1,0,0,2,5,"4","Changeup",0,0,0,0,0,0,0,0,"Standard","Standard"
"CU","2019-04-01","78.7","2.4509","6.4283","Jose Ramirez",608070,605240,"field_out","hit_into_play",,,,,4,"Jose Ramirez lines out to center fielder Adam Engel.  ","R","R","L","CLE","CWS","X",8,"line_drive",1,1,2019,"-0.5494","-1.0858","-0.3328","2.6831","null","null",547982,0,8,"Bot","118.45","77.04",,,456078,,"190401_223633","-4.9400","-114.2826","0.5674","-3.7524","19.8859","-41.6567","3.2850","1.4870","331","91.5","22","76.9000","2290","4.9890",565316,605240,456078,475174,570560,660162,602922,650391,641553,641477,"55.5109","0.203","0.224","0.00",1,0,0,3,61,"3","Curveball",1,3,1,3,3,1,1,3,"Standard","Strategic"
"SI","2019-06-18","92.4","-2.6546","5.9392","Jose Ramirez",608070,592716,"field_out","hit_into_play",,,,,2,"Jose Ramirez flies out to left fielder Willie Calhoun.  ","R","L","R","TEX","CLE","X",7,"fly_ball",0,1,2019,"-0.6503","1.2832","-0.2187","2.9813","null",467793,543401,1,1,"Top","74.32","114.75",,,425772,,"190619_001904","7.6380","-134.3134","-4.5366","-9.5096","28.0175","-15.8090","3.3638","1.5683","236","73.1","42","92.7010","2121","6.4440",566800,592716,425772,608597,596059,452678,462101,641432,542454,425783,"54.0552","0.200","0.201","0.00",1,0,0,3,5,"2","Sinker",0,1,1,0,1,0,1,0,"Standard","Standard"
"CH","2019-05-24","85.0","1.9913","6.4929","Jose Ramirez",608070,605483,"field_out","hit_into_play",,,,,9,"Jose Ramirez grounds out, third baseman Andrew Velazquez to first baseman Ji-Man Choi.  ","R","R","L","CLE","TB","X",5,"ground_ball",0,1,2019,"0.9077","1.1927","0.7230","1.8948","null","null","null",1,4,"Bot","109.82","168.48",,,518595,,"190525_003254","-4.8372","-123.7003","-6.9753","10.3427","21.8258","-18.6517","3.3200","1.5700","25","81.2","-2","85.9390","1852","6.6290",565342,605483,518595,596847,664040,623205,642715,502054,595281,541645,"53.8702","0.187","0.182","0.00",1,0,0,2,33,"2","Changeup",1,1,1,1,1,1,1,1,"Standard","Standard"
"FC","2019-04-26","87.6","-2.0237","5.6289","Jose Ramirez",608070,543521,"field_out","hit_into_play",,,,,5,"Jose Ramirez grounds out, shortstop Carlos Correa to first baseman Yuli Gurriel.  ","R","L","R","HOU","CLE","X",6,"ground_ball",0,0,2019,"-0.0517","0.7035","0.1102","2.3028","null","null","null",2,5,"Top","139.28","147.14",,,455139,,"190427_014614","5.2936","-127.7085","-3.4861","-1.5037","22.3891","-23.9065","3.3098","1.6564","13","89.9","-10","88.6820","2538","6.5310",565616,543521,455139,493329,514888,608324,621043,488726,543807,502210,"53.9687","0.187","0.169","0.00",1,0,0,2,43,"1","Cutter",3,3,3,3,3,3,3,3,"Infield shift","Standard"
"FT","2019-06-12","93.8","-1.5334","5.5635","Jose Ramirez",608070,543101,"field_out","hit_into_play",,,,,7,"Jose Ramirez grounds out, second baseman Jose Peraza to first baseman Derek Dietrich.  ","R","L","R","CLE","CIN","X",4,"ground_ball",2,0,2019,"-1.2918","0.6488","-0.4926","1.6944","null","null","null",0,4,"Bot","154.52","135.46",,,592200,,"190612_181605","5.5474","-136.5458","-5.8110","-17.3748","25.0014","-23.0717","3.2850","1.4870","9","96.1","-10","94.5860","2077","6.3530",565352,543101,592200,518618,606299,553993,578428,608385,669222,624577,"54.1465","0.184","0.189","0.00",1,0,0,2,28,"3","2-Seam Fastball",1,2,1,2,2,1,1,2,"Infield shift","Standard"
"FF","2019-05-03","93.0","2.5279","5.8455","Jose Ramirez",608070,579328,"field_out","hit_into_play",,,,,2,"Jose Ramirez lines out to center fielder Mitch Haniger.  ","R","R","L","CLE","SEA","X",8,"line_drive",2,0,2019,"0.2547","1.3613","-0.0142","3.1056","null","null","null",2,1,"Bot","132.56","67.96",,,553882,,"190503_232355","-7.1259","-135.3132","-4.2604","4.7742","30.8823","-14.5887","3.6200","1.7600","311","85.2","24","93.3900","2047","6.6310",565327,579328,553882,429665,543829,592387,542921,570267,571745,457803,"53.8689","0.184","0.191","0.00",1,0,0,3,7,"3","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"FS","2019-05-10","87.7","-0.9265","6.1764","Jose Ramirez",608070,593423,"field_out","hit_into_play",,,,,13,"Jose Ramirez flies out to left fielder Robbie Grossman.  ","R","L","R","OAK","CLE","X",7,"fly_ball",1,1,2019,"-1.2125","0.0325","-0.9189","2.1880","null","null",543401,2,5,"Top","82.80","101.17",,,572033,,"190511_031023","2.3980","-127.6636","-3.5723","-13.3633","24.8250","-31.3806","3.2000","1.5600","254","75.4","33","86.5910","1711","5.4370",566105,593423,572033,621566,595777,656305,543760,543257,657656,572039,"55.0621","0.182","0.164","0.00",1,0,0,3,40,"3","Split Finger",2,2,2,2,2,2,2,2,"Infield shift","Standard"
"FC","2019-06-18","85.9","1.9069","6.6127","Jose Ramirez",608070,592767,"field_out","hit_into_play",,,,,8,"Jose Ramirez flies out to center fielder Danny Santana.  ","R","R","L","TEX","CLE","X",8,"fly_ball",1,0,2019,"-0.1600","0.7411","0.2321","1.7085","null","null",543401,1,4,"Top","102.07","41.23",,,425772,,"190619_012911","-3.5867","-124.8588","-6.7028","-0.9344","23.9496","-23.6253","3.2597","1.5430","375","95.8","35","84.5470","2049","5.3610",566800,592767,425772,608597,596059,452678,462101,641432,542454,425783,"55.1383","0.182","0.320","0.00",1,0,0,3,34,"2","Cutter",0,7,7,0,7,0,7,0,"Standard","Standard"
"SL","2019-06-17","94.2","1.8524","6.4706","Jose Ramirez",608070,656685,"field_out","hit_into_play",,,,,12,"Jose Ramirez grounds out, second baseman Rougned Odor to first baseman Ronald Guzman.  ","R","R","L","TEX","CLE","X",4,"ground_ball",1,0,2019,"0.9737","0.7179","0.9049","2.5127","null","null","null",0,9,"Top","130.21","137.31",,,425772,,"190618_025805","-4.6227","-137.1224","-6.2201","13.2870","27.8227","-22.0043","3.3060","1.5500","6","99.0","-24","94.6260","2356","6.3350",566799,656685,425772,608597,596059,452678,462101,641432,592261,542454,"54.1646","0.179","0.145","0.00",1,0,0,2,68,"2","Slider",7,2,2,7,2,7,2,7,"Standard","Standard"
"FT","2019-04-23","92.0","-3.1770","5.2812","Jose Ramirez",608070,641154,"field_out","hit_into_play",,,,,4,"Jose Ramirez grounds out, second baseman Starlin Castro to first baseman Martin Prado.  ","R","L","R","CLE","MIA","X",4,"ground_ball",1,0,2019,"-1.3109","0.3853","-0.8116","2.2110","null","null","null",0,4,"Bot","142.33","149.17",,,595751,,"190423_230926","9.1095","-134.0187","-2.9697","-18.1439","23.7319","-26.9272","3.4225","1.6317","7","95.5","-16","94.4430","2017","7.2570",565325,641154,595751,445988,516770,542932,500743,434158,543194,605119,"53.2424","0.176","0.132","0.00",1,0,0,2,26,"2","2-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"CU","2019-06-04","75.9","2.5933","5.5702","Jose Ramirez",608070,656970,"grounded_into_double_play","hit_into_play",,,,,4,"Jose Ramirez grounds into a double play, third baseman Miguel Sano to second baseman Jonathan Schoop to first baseman Marwin Gonzalez.   Jordan Luplow out at 2nd.    Jose Ramirez out at 1st.  ","R","R","L","CLE","MIN","X",5,"ground_ball",0,1,2019,"-0.9365","-0.8358","-0.4030","2.2049","null","null",656669,1,6,"Bot","104.23","167.97",,,641598,,"190605_005043","-4.5613","-110.2277","1.4760","-6.4773","20.3590","-39.2634","3.3200","1.5600","62","72.5","4","74.1880","2643","5.2140",565345,656970,641598,503556,570731,593934,593871,592696,621439,596146,"55.2856","0.176","0.164","0.00",1,0,0,2,47,"2","Curveball",3,2,3,2,2,3,3,2,"Infield shift","Standard"
"SL","2019-04-26","85.0","-1.9610","5.8632","Jose Ramirez",608070,444468,"field_out","hit_into_play",,,,,8,"Jose Ramirez lines out to center fielder George Springer.  ","R","L","R","HOU","CLE","X",8,"line_drive",3,2,2019,"0.7025","-0.1321","-0.2290","1.6919","null",571980,"null",2,7,"Top","120.65","59.10",,,455139,,"190427_022654","2.6585","-123.7745","-3.2322","6.6814","22.9786","-33.1388","3.3260","1.4000","331","91.4","23","84.8940","2451","6.0250",565616,444468,455139,493329,514888,608324,621043,488726,543807,502210,"54.4741","0.168","0.195","0.00",1,0,0,3,58,"6","Slider",3,4,4,3,4,3,4,3,"Standard","Standard"
"FC","2019-06-05","90.6","2.2266","5.4490","Jose Ramirez",608070,527048,"single","hit_into_play_score",,,,,8,"Jose Ramirez singles on a ground ball to right fielder Max Kepler.   Carlos Santana scores.  ","R","R","L","CLE","MIN","X",9,"ground_ball",1,2,2019,"-0.2203","0.4582","-0.2257","1.9668","null",467793,"null",2,3,"Bot","171.79","104.47",,,488771,,"190606_001533","-5.6109","-131.8673","-3.7708","-1.5132","24.2091","-26.4031","3.3200","1.5600","73","66.4","5","90.2650","2268","5.7680",565346,527048,488771,543068,503556,593934,593871,592696,621439,596146,"54.7317","0.163","0.124","0.90",1,1,0,2,28,"5","Cutter",2,5,2,5,5,2,2,5,"Infield shift","Standard"
"FC","2019-05-28","90.2","3.5721","5.6008","Jose Ramirez",608070,456034,"single","hit_into_play_no_out",,,,,9,"Jose Ramirez singles on a ground ball to shortstop Xander Bogaerts.  ","R","R","L","BOS","CLE","X",6,"ground_ball",3,2,2019,"0.3152","0.7213","0.6422","1.5338","null","null","null",0,5,"Top","100.16","147.14",,,543877,,"190529_013328","-7.8089","-130.9412","-5.5586","5.1184","26.4600","-23.1933","3.1611","1.5067","null","90.3","-17","88.9820","2234","5.5710",565052,456034,543877,456665,656308,646240,593428,571788,598265,605141,"54.9290","0.160","0.160","0.90",1,1,0,2,28,"6","Cutter",0,0,0,0,0,0,0,0,"Standard","Standard"
"FC","2019-06-08","87.3","2.3465","6.0047","Jose Ramirez",608070,282332,"sac_fly","hit_into_play_score",,,,,5,"Jose Ramirez out on a sacrifice fly to right fielder Clint Frazier.   Carlos Santana scores.    Jordan Luplow to 3rd.  ","R","R","L","CLE","NYY","X",9,"fly_ball",0,1,2019,"-0.1661","0.6050","0.2178","2.6999",467793,656669,"null",0,4,"Bot","193.37","74.20",,,519222,,"190608_211146","-4.8063","-127.2216","-3.1982","-1.0556","20.7687","-25.1120","3.2516","1.5356","335","92.8","29","88.5000","2255","6.5060",565349,282332,519222,518934,650402,570482,544369,458731,543305,640449,"53.9938","0.160","0.240","0.00",1,0,0,3,29,"2","Cutter",0,2,0,2,2,0,0,2,"Standard","Standard"
"CH","2019-06-21","89.0","-2.6685","5.5620","Jose Ramirez",608070,641729,"single","hit_into_play_no_out",,,,,14,"Jose Ramirez singles on a soft ground ball to third baseman Harold Castro.  ","R","L","R","CLE","DET","X",5,"ground_ball",1,1,2019,"-1.4435","0.5725","0.0729","1.1661","null","null","null",0,8,"Bot","118.45","190.32",,,435064,,"190622_014941","9.8116","-129.2333","-5.9649","-18.3276","26.2686","-24.6818","3.3200","1.5700","null","90.3","-17","89.3780","2490","6.5840",565353,641729,435064,641525,493596,605612,592348,621514,592444,592206,"53.9155","0.160","0.160","0.90",1,1,0,2,68,"3","Changeup",5,5,5,5,5,5,5,5,"Infield shift","Standard"
"CU","2019-04-06","74.9","2.1785","4.8181","Jose Ramirez",608070,623381,"single","hit_into_play_no_out",,,,,14,"Jose Ramirez singles on a soft ground ball to third baseman Brandon Drury.  ","R","R","L","CLE","TOR","X",5,"ground_ball",0,2,2019,"-1.0469","-0.7769","0.1663","1.0206",608715,"null","null",1,3,"Bot","119.98","187.78",,,643376,,"190406_210103","-2.3210","-109.0206","0.6419","-7.8730","18.3607","-38.6384","3.2850","1.4870","null","90.3","-17","74.6200","2686","5.9730",565320,623381,643376,642133,666971,592273,520471,606192,545341,641856,"54.5264","0.160","0.160","0.90",1,1,0,2,23,"3","Curveball",1,0,1,0,0,1,1,0,"Infield shift","Standard"
"FF","2019-06-17","95.1","-3.2222","5.6667","Jose Ramirez",608070,458681,"double","hit_into_play_no_out",,,,,4,"Jose Ramirez hits a ground-rule double (12) on a fly ball down the left-field line.  ","R","L","R","TEX","CLE","X","null","fly_ball",2,2,2019,"-0.3551","1.1022","-0.3600","2.4107","null","null","null",2,6,"Top","51.26","128.48",,,425772,,"190618_020017","8.3276","-138.3822","-5.4333","-6.2826","27.7311","-16.9512","3.4240","1.6140","243","74.9","34","95.7950","2644","6.4630",566799,458681,425772,608597,596059,452678,462101,641432,592261,542454,"54.0360","0.160","0.159","1.25",1,1,1,3,45,"5","4-Seam Fastball",5,1,1,5,1,5,1,5,"Infield shift","Standard"
"FT","2019-04-04","93.5","-2.5285","5.9327","Jose Ramirez",608070,592717,"field_out","hit_into_play",,,,,8,"Jose Ramirez flies out to center fielder Randal Grichuk.  ","R","L","R","CLE","TOR","X",8,"fly_ball",2,1,2019,"-1.4032","1.0520","-0.0873","1.4728","null","null",547982,1,5,"Bot","106.07","64.13",,,643376,,"190404_233757","9.3042","-135.5323","-7.9394","-19.2359","30.5903","-17.7666","3.4181","1.4748","323","93.9","34","92.8060","2308","6.1650",565318,592717,643376,666971,593700,592273,520471,641856,545341,593647,"54.3347","0.153","0.300","0.00",1,0,0,3,40,"4","2-Seam Fastball",2,0,2,0,0,2,2,0,"Infield shift","Standard"
"FS","2019-05-10","88.1","-0.9983","6.2069","Jose Ramirez",608070,593423,"single","hit_into_play_no_out",,,,,13,"Jose Ramirez singles on a soft ground ball to third baseman Matt Chapman.  ","R","L","R","OAK","CLE","X",5,"ground_ball",2,2,2019,"-1.0508","0.5894","-0.4765","1.0519","null","null","null",1,3,"Top","115.08","190.60",,,572033,,"190511_022930","3.2790","-128.0877","-7.5548","-11.8246","20.8794","-24.8253","3.2850","1.4870","38","25.4","18","87.0720","1774","5.2210",566105,593423,572033,621566,595777,656305,543760,543257,657656,572039,"55.2788","0.150","0.149","0.90",1,1,0,1,22,"6","Split Finger",2,2,2,2,2,2,2,2,"Infield shift","Standard"
"CU","2019-04-25","82.0","-1.6060","6.3016","Jose Ramirez",608070,501789,"field_out","hit_into_play",,,,,4,"Jose Ramirez grounds out, shortstop Carlos Correa to first baseman Yuli Gurriel.  ","R","L","R","HOU","CLE","X",6,"ground_ball",1,0,2019,"0.5611","-1.4177","-0.8147","2.4118",596019,"null","null",2,8,"Top","132.17","140.03",,,455139,,"190426_022138","0.7151","-119.3841","0.4838","5.1278","24.2543","-45.8426","3.3300","1.5400","13","87.9","-10","81.3950","2762","5.9750",565615,501789,455139,493329,514888,608324,621043,488726,643393,502210,"54.5241","0.145","0.125","0.00",1,0,0,2,57,"2","Curveball",1,2,2,1,2,1,2,1,"Standard","Standard"
"FF","2019-03-28","94.8","-3.1525","5.5471","Jose Ramirez",608070,621244,"field_out","hit_into_play",,,,,5,"Jose Ramirez bunt grounds out, pitcher Jose Berrios to first baseman C.  J. Cron.  ","R","L","R","MIN","CLE","X",1,"ground_ball",0,0,2019,"-0.7698","1.2846","0.1223","2.1378","null","null","null",1,1,"Top","120.08","182.71",,,488771,,"190328_201923","10.3316","-137.6211","-6.1454","-12.1228","29.7812","-14.5411","3.1436","1.4870","3","37.0","-31","95.2290","2308","6.6120",566962,621244,488771,543068,570731,503556,593871,592696,621439,596146,"53.8871","0.145","0.123","0.00",1,0,0,1,2,"1","4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard"
"FT","2019-05-25","93.9","-1.8568","5.5765","Jose Ramirez",608070,450203,"field_out","hit_into_play",,,,,2,"Jose Ramirez grounds out, third baseman Daniel Robertson to first baseman Ji-Man Choi.  ","R","L","R","CLE","TB","X",5,"ground_ball",2,2,2019,"-1.4421","0.3917","0.2196","2.7963","null","null","null",1,4,"Bot","117.94","155.27",,,518595,,"190526_001157","8.5216","-136.6367","-2.4248","-19.7437","24.8585","-26.9753","3.3200","1.5700","40","69.6","0","94.3960","2114","6.1940",565343,450203,518595,596847,664040,621002,642715,502054,595281,640457,"54.3057","0.142","0.124","0.00",1,0,0,2,31,"5","2-Seam Fastball",1,1,1,1,1,1,1,1,"Infield shift","Strategic"
"FT","2019-04-13","93.3","-2.4941","6.1505","Jose Ramirez",608070,456701,"field_out","hit_into_play",,,,,5,"Jose Ramirez flies out to center fielder Chris Owings.  ","R","L","R","KC","CLE","X",8,"fly_ball",2,1,2019,"-1.2173","1.1743","-0.1894","2.7731","null","null","null",0,4,"Top","127.61","53.65",,,455117,,"190414_000911","8.6870","-135.6507","-5.5630","-17.0822","29.5177","-16.5060","3.4500","1.6200","343","99.6","40","93.8670","2117","6.6570",565712,456701,455117,656811,593160,641531,609275,460086,572008,624585,"53.8421","0.140","0.282","0.00",1,0,0,3,23,"4","2-Seam Fastball",1,0,0,1,0,1,0,1,"Infield shift","Strategic"
"FC","2019-05-10","93.3","-3.0369","6.5936","Jose Ramirez",608070,595014,"field_out","hit_into_play",,,,,6,"Jose Ramirez grounds out softly to first baseman Matt Olson.  ","R","L","R","OAK","CLE","X",3,"ground_ball",0,0,2019,"-0.0767","0.6074","0.7606","2.3187","null","null","null",1,10,"Top","147.17","179.70",,,572033,,"190511_044232","9.6586","-135.3493","-6.3800","-2.7371","25.6340","-24.0206","3.2850","1.4870","3","49.4","-37","91.3640","2366","4.9970",566105,595014,572033,621566,595777,656305,543760,543257,657656,572039,"55.5020","0.140","0.119","0.00",1,0,0,1,80,"1","Cutter",3,3,3,3,3,3,3,3,"Standard","Standard"
"FF","2019-05-12","93.1","-1.3728","5.8730","Jose Ramirez",608070,596043,"field_out","hit_into_play",,,,,5,"Jose Ramirez flies out to center fielder Ramon Laureano.  ","R","L","R","OAK","CLE","X",8,"fly_ball",2,2,2019,"-0.7107","1.3265","0.0940","2.7495","null","null","null",0,3,"Top","157.44","60.19",,,572033,,"190512_210122","5.3735","-135.5999","-5.3163","-9.9354","24.5534","-14.6503","3.3000","1.5600","336","93.6","35","94.4000","2230","6.6180",566107,596043,572033,621566,595777,640461,543760,543257,657656,572039,"53.8820","0.134","0.234","0.00",1,0,0,3,20,"5","4-Seam Fastball",0,2,2,0,2,0,2,0,"Infield shift","Standard"
"FF","2019-04-30","96.5","3.1600","6.0738","Jose Ramirez",608070,543045,"field_out","hit_into_play",,,,,3,"Jose Ramirez flies out to right fielder Brian Anderson.  ","R","R","L","MIA","CLE","X",9,"fly_ball",1,0,2019,"1.2036","1.2285","0.3938","3.1124","null","null","null",0,7,"Top","199.43","78.86",,,595751,,"190501_011436","-10.0548","-140.1275","-5.0427","18.0923","32.4096","-15.1395","3.4300","1.6300","332","93.7","35","96.1310","2251","6.2470",567375,543045,595751,445988,516770,542932,500743,434158,543194,605119,"54.2527","0.134","0.234","0.00",1,0,0,3,57,"2","4-Seam Fastball",4,6,6,4,6,4,6,4,"Infield shift","Standard"
"FF","2019-04-21","94.1","1.4351","5.9750","Jose Ramirez",608070,608331,"field_out","hit_into_play",,,,,5,"Jose Ramirez grounds out to first baseman Freddie Freeman.  ","R","R","L","CLE","ATL","X",3,"ground_ball",3,2,2019,"0.1498","1.1499","0.2429","2.6881","null","null","null",2,5,"Bot","152.49","165.43",,,435263,,"190422_005627","-3.4523","-137.0842","-5.4828","2.6173","27.7695","-16.5287","3.3600","1.5700","5","94.6","-27","95.0840","2124","6.6120",565324,608331,435263,518692,645277,518626,621020,660670,542255,455976,"53.8873","0.132","0.118","0.00",1,0,0,2,49,"8","4-Seam Fastball",0,9,0,9,9,0,0,9,"Standard","Standard"
"SL","2019-04-03","76.6","-2.6227","5.7729","Jose Ramirez",608070,516969,"field_out","hit_into_play",,,,,4,"Jose Ramirez grounds out, first baseman Jose Abreu to pitcher Kelvin Herrera.  ","R","L","R","CLE","CWS","X",3,"ground_ball",1,1,2019,"1.5721","-0.5824","-0.3736","2.5561","null","null","null",2,8,"Bot","161.12","165.94",,,543510,,"190403_195359","1.9596","-111.2940","1.3128","12.2168","22.2220","-37.3909","3.2850","1.4870","19","82.0","-7","75.1480","2783","5.5640",565317,516969,543510,547989,570560,660162,602922,650391,641553,544725,"54.9357","0.126","0.109","0.00",1,0,0,2,70,"3","Slider",1,8,1,8,8,1,1,8,"Infield shift","Standard"
"CU","2019-04-27","83.2","-0.6346","6.0229","Jose Ramirez",608070,519151,"field_out","hit_into_play",,,,,7,"Jose Ramirez grounds out, first baseman Yuli Gurriel to pitcher Ryan Pressly.  ","R","L","R","HOU","CLE","X",3,"ground_ball",1,2,2019,"1.1180","-1.1327","-0.7843","2.0438","null","null","null",0,8,"Top","146.90","164.41",,,545358,,"190427_223216","-2.4473","-120.8789","-0.4058","11.1329","26.4723","-43.1032","3.3700","1.5900","2","68.6","-43","81.6990","3060","5.6440",565617,519151,545358,493329,514888,649557,621043,488726,543807,502210,"54.8556","0.124","0.119","0.00",1,0,0,2,57,"4","Curveball",3,3,3,3,3,3,3,3,"Infield shift","Standard"
"SL","2019-04-06","86.1","-1.2095","5.7909","Jose Ramirez",608070,543208,"double","hit_into_play_no_out",,,,,5,"Jose Ramirez doubles (2) on a line drive to center fielder Randal Grichuk.  ","R","L","R","CLE","TOR","X",8,"line_drive",3,2,2019,"0.1009","0.3359","-0.1112","2.5106","null","null","null",1,6,"Bot","89.92","58.71",,,643376,,"190406_222253","2.4019","-125.2806","-2.1590","0.5123","28.0880","-28.4312","3.2850","1.4870","342","91.8","27","85.7090","2045","6.2910",565320,543208,643376,642133,666971,592273,520471,606192,545341,641856,"54.2082","0.124","0.184","1.25",1,1,1,3,56,"7","Slider",6,2,6,2,2,6,6,2,"Infield shift","Standard"
"SL","2019-04-09","84.1","-2.3406","5.6642","Jose Ramirez",608070,657585,"grounded_into_double_play","hit_into_play",,,,,7,"Jose Ramirez grounds into a double play, first baseman Miguel Cabrera to third baseman Jeimer Candelario.   Leonys Martin out at 2nd.    Jose Ramirez out at 1st.  ","R","L","R","DET","CLE","X",3,"ground_ball",3,2,2019,"0.6354","-1.0613","-0.3756","1.4762","null","null",547982,1,7,"Top","153.91","170.97",,,606988,,"190409_190532","3.2803","-122.2355","-1.2294","5.4516","25.4803","-42.4447","3.3400","1.5300","4","88.6","-20","82.4640","2526","5.3890",565513,657585,606988,408234,543281,600869,474568,592348,543484,592206,"55.1104","0.121","0.136","0.00",1,0,0,2,56,"7","Slider",2,8,8,2,8,2,8,2,"Infield shift","Standard"
